Title,Company,Experience,Salary,Location,Description,Tags,Posting Day,job_link
Sr.Business Analyst lead _ Bangalore,Broadridge,6.0,,Bengaluru,Shift Timings: UK Shift . 1 PM to 10 PM IST We believe that associates can only do thei...,"QA, Corporate actions, Business Analyst Lead, Business Analyst, Fixed income, Equity, Management, Fix",3,https://www.naukri.com/job-listings-sr-business-analyst-lead-bangalore-broadridge-financial-solutions-india-pvt-ltd-bengaluru-6-to-10-years-161224500299
Application Lead,Accenture,7.0,,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,"team management, sql, retirement planning, troubleshooting, software engineering, c#, financial analysis, defined benefits",13,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-7-to-11-years-061224918569
SAP Fieldglass Consultant,Infosys,5.0,,Hyderabad,"Bachelor of Engineering Mandatory Skills:SAP Fieldglass (Contingent Workforce, Services...","sap, sap ariba, sap ecc, sap s hana, successfactors, master data, cloud integration, ecc",5,https://www.naukri.com/job-listings-sap-fieldglass-consultant-infosys-limited-hyderabad-5-to-7-years-131224921408
Application Lead,Accenture,5.0,,Noida,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","data analytics, data visualization, machine learning algorithms, statistics, data munging, python, data analysis, natural language processing",2,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-noida-5-to-10-years-171224912489
Application Lead,Accenture,3.0,,Nagpur,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","esp, mainview, tws, ca, system automation, adabas, rexx, dbms",2,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-nagpur-3-to-8-years-171224912054
Application Developer,Accenture,3.0,,Bengaluru,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","css, database management, desktop management, microsoft windows, agile, c#, application design, version control",1,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-181224911780
Client Management Vice President,Deutsche Bank,8.0,,Mumbai,This specialized role entails day to day client interactions and ACO (Account Control O...,"Client Management, project management, team management, relationship management, client relationship, client servicing, client interaction, business development",1,https://www.naukri.com/job-listings-client-management-vice-president-deutsche-bank-ag-mumbai-8-to-13-years-181224918914
Member of Technical Staff- iOS Developer,athenahealth,2.0,,Pune,The Opportunity: athenahealth is a progressive and innovation-driven healthcare softwa...,"IOS, Core Data, Ios Framework, Swift Ui, Ios Development, Swift, Ios Mobile Development, Coredata Framework",4,https://www.naukri.com/job-listings-member-of-technical-staff-ios-developer-athenahealth-pune-2-to-5-years-161124006095
Application Developer,Accenture,5.0,,Pune,Experience in designing and developing web applications using Angular Project Role :App...,"css, rest, software development, javascript, angular, workday, web services, hibernate",3,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-pune-5-to-10-years-161224908929
Application Designer,Accenture,3.0,,Mumbai,Minimum 3 years of experience in SAP EWM with strong problem-solving skills|Design and ...,"sap, unit testing, sap ewm, sap wm, sap mm, project management, software development, application design",13,https://www.naukri.com/job-listings-application-designer-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-061224914890
Media & Graphics Design Senior Analyst,Accenture,5.0,,Mumbai,Skill required: Marketing Operations - Creative DesignDesignation: Media & Graphics Des...,"Graphics Design, Next Generation Content Services, Graphics Analyst, Digital Marketing Services, visual design philosophy, Digital Marketing, Quality Assurance, Design",2,https://www.naukri.com/job-listings-media-graphics-design-senior-analyst-accenture-solutions-pvt-ltd-mumbai-5-to-8-years-161224917899
GN- Public Service - Data & AI - Manager,Accenture,7.0,,Gurugram,"Location: India (Gurgaon, Mumbai, Bengaluru, Chennai, Kolkata, Hyderabad & Pune) . Year...","Cloud, DAMA, Data Quality, Data Engineering, Data Management, Quality, Public, Artificial Intelligence",1,https://www.naukri.com/job-listings-gn-public-service-data-ai-manager-accenture-solutions-pvt-ltd-gurugram-7-to-12-years-181224910559
Software Development Engineer,Accenture,5.0,,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 Years Full ...,"sap, unit testing, sap mm, sap inventory management, inventory management, software development, im, software testing",9,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-mumbai-5-to-7-years-101224916440
Inviting applications For the role of MDM Data Quality Technical SME,Genpact,8.0,,"Noida, Gurugram, Bengaluru","In this role, we are looking at MDM SME who is subject matter expert to consolidate sta...","ERP, Data Analysis, SAP Data Migration, Business Process Re-engineering, Business Analysis, Process re-engineering, Application, Technical",2,https://www.naukri.com/job-listings-inviting-applications-for-the-role-of-mdm-data-quality-technical-sme-genpact-noida-gurugram-bengaluru-8-to-12-years-230924003879
DevOps Engineer,Siemens,5.0,,Chennai,". Having experience Docker, helm chartWorking experience in ARGO CD, serverless archite...","Automation, Networking, Data management, Linux, Network security, Troubleshooting, Operations, AWS",1,https://www.naukri.com/job-listings-devops-engineer-siemens-limited-chennai-5-to-8-years-181224502564
Senior Associate_ MDM STIBO_D&A_Advisory,Pricewaterhouse Coopers Private Limited,4.0,,Bengaluru,Strong understanding & hands on experience on Collibra. Experience with designing...,"Analytical, Eclipse, Database administration, Data quality, Manager Quality Control, Business process management, Informatica, microsoft",0,https://www.naukri.com/job-listings-senior-associate-mdm-stibo-d-a-advisory-pricewaterhouse-coopers-private-limited-bengaluru-4-to-8-years-191224500156
